id,company_name_kor,company_name_eng,homepage,company_description,products,products_description,category
517,(주)엔에스쇼핑,"NS Shopping Co., Ltd",pr.nsmall.com,"세계 최초 식품 전문 홈쇼핑, NS홈쇼핑은 2001년 창립 이래로 '고객에게 신뢰받는 상품과 서비스, 브랜드를 기반으로 고객의 삶에 도움이 되는 세상의 모든 가치를 연결한다.'라는 미션 실천을 통해 고객만족 및 유통산업 발전에 기여하고 있습니다. ",추후 작성,추후 작성,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
518,주식회사 맛사랑,MSR CORPORATION,msrfood.com,"김과자, 조미김을 생산하는 식품제조업체로 대형마트, 여러 제조유통회사와 협력하여 제품을 개발하고 있습니다.",김고소아,밀가루 베이스의 반죽 양면에 국내산 김을 붙여 튀겨낸 후 달콤한 시즈닝을 입혀 만든 과자,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
519,어업회사법인 솔트바이오(주),"SALTBIO CO., Ltd",http://sbhmudsalt.i-ansan.co.kr/,손봉훈천일염은 남한 최초 천일염 염전을 가진 회사입니다. 3대째 명맥을 이어오고 있습니다.,천일염 선물세트,천일염 제조회사로서 천일염을 가공 선물세트는 모든 천일염 제품을 취급함,"식품원료/첨가물 (감미료, 기능성 원료, 영양 강화제, 향료 외)"
520,주식회사 브레더스컴퍼니,"Breaders Company Co.,Ltd",https://breaders.kr,"온라인에서만 누적 75만개 이상 판매된 ""달덩이 에그타르트"" 브랜드 브레더스를 운영, 여러 가지 Flavors의 타르트를 제조 및 유통하는 브레더스컴퍼니입니다.
",달덩이 타르트,"이렇게 꾸덕하고 쫀득한 에그타르트는 처음일걸요! 온라인에서만 누적 75만개 이상 판매된 ""달덩이 에그타르트""를 만나보세요.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
521,참샘영농조합법인,Chamsaem A .A,smartstore.naver.com/cafeyellong,"더옐롱은 참샘영농조합법인의 참외 가공식품 브랜드입니다. 코리안멜론,옐로우멜론이라고 표기되는 참외의 영문명을 모티브로 Yellow의 'yell'과 melon,'long'으로 yellong(옐롱)이 탄생하였습니다. 2017년 경상북도 청년 창조 오디션 우수상 입상, 수제 참외 디저트와 빵류를 무방부제,무첨가를 원칙으로 HACCP인증 받은 시설에서 개발하고 있습니다. 지역 사회의 청년일자리 창출 및 성주 특산품 시장의 다양화와 우리농산물이 더욱 친근하고 맛있게 다가갈 수 있도록 앞장서겠습니다.",성주참외아이스크림,진한 참외향과 맛이 풍부한 소프트아이스크림,"디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
522,한국농수산식품유통공사,Korea Agro-Fisheries & Food Trade Corporation,https://www.at.or.kr/home/apko000000/index.action,농수산식품산업 진흥을 통해 국민의 안정적인 먹거리 확보와 삶의 질 향상에 기여,.,.,
523,(주)딥플랜트,"DEEPLANT INC,.",https://www.deeplant.com/,육류 데이터를 인공지능 분석으로 육류 품질 예측과 딥에이징 특수장비를 통해 육류의 저등급과 비선호 부위까지도 완전소비가 가능하여 부가가치를 높게 만드는 푸드테크 기업,육류 분석 분광 카메라 및 육류 가공품,육류 맛과 신선도를 예측할 수 있는 분광 카메라.,
524,두레식품,doore food,doorefood.modoo.at/,"한과 유과 만들기 키트 재료를 제조, 판매하는 갓갓한과(두레식품)입니다. ",유과바탕,"유과바탕은 유과를 만드는 데에 있어 핵심적인 재료입니다.
유과바탕이 있으면 가정에서도 쉽게 유과를 직접 만들어 먹을 수 있습니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
525,농업회사법인 유한회사 화양,"Hwayang Ltd., Co.",http://hwayang.co,"'화양(和釀)'은 찹쌀과 직접 디딘 누룩(향온곡)을 끓여 식힌 물에 가장 이상적인 방법으로 조화롭게 섞어 빚는다는 뜻입니다. 화양이 추구하는 술은 그 맛이 어느 한쪽으로 치우치지 않고 조화로운 술입니다. 조화로운 술이 향기롭고 부드러운 술맛을 낼 수 있다고 믿습니다.
곧 '화양(和釀)'이란, 저희 화양에서 빚는 술이 드시는 분들의 화합과 흥을 돋우는 술이 되기를 기원하는 마음을 담은 이름입니다.",풍정사계 춘,"청주에서 농사지은 쌀과 직접 디딘 전통 녹두누룩(향온곡)으로 빚은 약주입니다.
어떠한 인공 첨가물도 넣지 않고 설기로 밑술을 담가 발효한 후, 100일 이상 저온 숙성하여 완성했습니다.","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
526,한국식품산업클러스터진흥원,FOODPOLIS,www.foodpolis.kr/,"전라북도 익산에 위치한 식품 전문 산업단지로 그 목적은 식품 기업,대학,연구소 등 연관 산업군 및 기관이 집적된 R&D 및 네트워크 중심의 수출지향형 식품 전문 국가산업단지를 조성하여 동북아 식품시장의 허브로 육성하는 것임.",FOODPOLIS,"전라북도 익산에 위치한 식품 전문 산업단지로 그 목적은 식품 기업,대학,연구소 등 연관 산업군 및 기관이 집적된 R&D 및 네트워크 중심의 수출지향형 식품 전문 국가산업단지를 조성하여 동북아 식품시장의 허브로 육성하는 것임.",
527,영덕농수산영어농조합법인,ydkorea,ydk.co,"영덕농수산은 웰빙 식품 가공기술을 이용한 21세기 지역특화시대의 지역자원을 개발하여 지역 번영과 나눔의 가치를 추구하는 기업”이라는 기업이념을 가지고 지역 농, 어민이 모여 2009년 설립하였으며 지역특산원료를 이용한 사업아이템과 제조기술을 보유하고, 경상북도 영덕군의 지역 특산물인 영덕 게를 주원료로 하여 영덕게장, 영덕게살 ,영덕게살장조림, 영덕 게 간장, 등의 제품을 개발 하여 제조판매하고 있습니다.",crab paste,한국 동해안에서 서식하는 영덕게를 주원료하여  가공한 게제품,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
528,농업회사법인 주식회사 하비랑 ,HABIRANG Inc.,http://www.habirang.co.kr/,"하비랑은 소스제조 전문업체로  다양한 소스를 개발, 제조하고 있습니다. 
OEM, ODM 등을 통해  고객이 원하는 소스를 제공합니다",소스얌 매운불소스,"B2B, 프랜차이즈용 대용량의 매운맛 소스로 다양한 요리에 활용 가능합니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
529,(주)영신팩,YOUNGSHINPACK,www.수축라벨.com,  기존 패키징 방식의(그라비아인쇄) 한계를 디지털인쇄 방식과 디지털 바니쉬 방식을 병행하여 소량 다품종에 대응이 가능하고 수축라벨의 고급화 전략으로 고객 맞춤형 수축라벨을 생산하고 있습니다. 디자인 제공 후 수축 라벨링까지 2~3일이면 출고가 가능하여 빠른 대응이 강점입니다.,수축라벨 포장 패키지,식품 포장용 용기에 수축라벨을 이용한 패키징.,
530,(주)유앤아이제주,"UNIJEJU CO.,LTD",https://dailish.co.kr/,"㈜유앤아이제주는 청정 제주의 다양한 천연 소재 발굴을 위해 연구 개발을 수행하고 있으며, 제주 자원을 활용한 건강보조식품, 조미료등을 제조하여 국내외 온오프라인에 판매하고 있습니다. R&D 기술을 바탕으로 특허등 지식재산권 169건을 보유하고 있으며  우수한 기술력과 제품력을 바탕으로 국내외시장에 탁월한 실적을 보이고 있으며 미국, 프랑스, 베트남, 중동 등 10여 개국에 수출하고 있습니다.   대표 브랜드 제주한스푼은 청정제주의 자원을 바탕으로 건강한 먹거리를 제공하고자 하는 (주)유앤아이제주의 철학을 담은 브랜드입니다.  제주한스푼은 제주 자원을 활용한 이너뷰티 건강식품과 제주에서 나는 식재료을 사용한 가공식품등을 개발하여 건강하면서 편리한 식문화를 제공하기 위해 노력하고 있습니다.  ",제주한스푼,"  청정 제주산 재료인 제주산 딱새우, 제주당근, 제주무우를 등 채소 13종과 해물재료5종으로 만든 천연 조미료입니다. NO MSG, 화학첨가물을 전혀 사용 하지 않은 자연재료로만 만든 제품입니다. 키토산이 풍부한 제주 딱새우를 함유하고 화산회토에서 화산암반수로 키운 제주당근, 제주무 등의 재료로 감칠맛을 내고 유앤아이제주만의 희들버섯원물 함유로 면역력 향상과 항암예방에 도움을 줍니다. 세립분말이라 물에 넣을 경우 즉시 풀리고 스틱 형태로 되어 누구나 편리하게 요리가 가능합니다. 산, 들 , 바다에서 나는 고급재료들을 건강을 최우선으로 생각하는 엄마의 마음을 담아 간편한 육수가루로 만들었습니다. ","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
531,(주)푸드로,"Foodro Co.,Ltd",www.foodro.net,"저희는 수제 직화 안주류(돼지막창,돼지곱창,닭발 등)를 직접 제조하는 (주)푸드로 라고 합니다.",참나무로훈연한 직화무뼈닭발,"국내산 무뼈닭발을, 매콤한 시즈닝에 저온 숙성시켜 생산한 제품입니다. 제품을 완전히 익혀 간단하게 전자레인지로 조리가 가능한 제품이며, 보관방법은 냉동보관이며, 소비기한은 제조일로부터 24개월 입니다. 물에 넣어 가열하고, 참나무를 태운 불에 직접 구워 제품의 참나무의 향미와 감칠맛이 뛰어납니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
532,(주)청아띠,"Cheongatti Company Inc.,",attiblue.com,청아띠는 친환경적인 기업 이념을 바탕으로 삶의 질을 높이는 고품질 제품 생산과 고객 만족 서비스를 제공하는 친환경 농산물 가공 전문 기업입니다.,"청아띠고춧가루, 들깨가루, 볶음참깨, 참기름, 들기름","마른 고추 과피 부분의 각종 이물질들을 에어브러쉬로 깨끗이 씻고, 3단계에 걸친 금속 제거와 2단계에 걸친 자외선 살균으로 더욱 청결하고 안전하게 가공됩니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
533,보람바이오주식회사,"BORAM BIO CO., LTD",www.borambio.com/,"천연물 의약품 연구개발기업 보람바이오는 인류의 건강수명 연장을 목표로 연령대별 맞춤형 건강식품을 제시합니다. 다양한 국책과제를 통해 관절, 위장, 치매, 순환 등 주요 건강 사안별 기능성이 입증된 천연 유래 원료를 개발하고, 해당 원료를 활용하여 완제품을 선보이고 있습니다.",루테인지아잔틴,눈건강을 위한 영양제,"건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
534,주식회사 나드리,"NADRI Co.,Ltd.",http://seyeonfood.com/en/home_en/,"주식회사 나드리는 전통 한식을 현대적인 감각으로 재해석한 프리미엄 한식 간편식(RTE, Ready-To-Eat) 제조 전문 기업입니다. 잡채, 비건잡채, 떡볶이, 김밥, 국류(미역국, 육개장 등) 등 다양한 한식 간편식을 개발하여 국내외 소비자들에게 제공하고 있습니다.

나드리는 HACCP 식품 안전 인증을 통해 철저한 품질 관리를 실천하며, 저온 급속 냉동(Blast Freezing) 공법을 적용하여 제품 본연의 맛과 신선한 식감을 유지합니다.
현재 나드리의 제품은 국내 대형 유통망(이마트, 우리마트, 장보고식자재 등)에 공급되고 있으며, 미국, 캐나다, 호주 등 해외시장에도 수출하며 글로벌 K-Food 브랜드로 자리매김하고 있습니다. 앞으로도 나드리는 건강하고 편리한 한식 간편식을 전 세계에 보급하여 글로벌 소비자들이 언제 어디서나 정통 한식의 맛을 경험할 수 있도록 노력하겠습니다.",잡채,"나드리 잡채는 한국의 대표적인 전통 요리를 간편하게 즐길 수 있도록 개발된 프리미엄 한식 간편식으로,잡채는 쫄깃한 고구마 당면과 신선한 채소에 감칠맛 나는 특제 간장 소스를 더해 깊은 풍미를 살렸으며, 저온 급속 냉동(Blast Freezing) 공법을 적용해 조리 후에도 신선한 식감을 유지할 수 있으며, 전자레인지나 팬 조리로 간편하게 완성할 수 있도록 설계되었으며, 글로벌 K-Food 시장에서도 경쟁력을 갖춘 제품입니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
535,(주)에그앤씨드,"EGG AND SEED CO.,LTD",www.eggandseed.com,건강한 먹거리 선도기업 에그앤씨드 입니다. ,쌍쌍화차,건강하게 자란 국내산 약재 11가지를 사용하여 만든 쌍화차,"음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
536,주식회사 비케이바이오 ,"BK bio Co., Ltd.",https://www.bkbio.com,"비케이바이오는 2000년에 설립되어, 기능성식품, 제약원료 및 화장품 원료에 사용되는 바이오 소재를 전문적으로 연구 개발하고 생산하는 기업이며,   
원료 및 소재를 연구하고 개발하여 공급하고 있으며, 여러 원료를 활용한 가공과 제품 생산까지 원스톱으로 처리되는 바이오랩토리를 추구하고 있습니다.   
2015년도 제주도에 생산 공장을 설립하여 추출 및 착즙, 농축 과정을 통하여 다양한 제품을 생산할 수 있는 설비를 구축였으며,
청정 제주에서 생산되는 원료를 기반으로 HACCP, ISO 22000, ISC 22000, 할랄, 녹색기술, GMP 인증 등 다양한 제품을 안전하게 생산할 수 있는 시스템을 구축하였습니다. 
또한 PEP(전기장) 살균처리기, 원심분리박막농축기 등 차별화된 첨단 설비를 통하여 신선하고 건강한 음료, 즙 종류, 차류 및 유산균음료, 유기농A2 요거트 등 다양한 제품을 생산하고 있습니다. 건강기능식품으로는 두뇌만사성, 관절만사성 등의 제품을 홈쇼핑 및  온라인에서 판매하고 있습니다. ",감귤담은 한라봉주스 (100ml),"제주 감귤과 한라봉을 사용해 재배부터 생산까지 오직 제주에서만 이루어지는 제품입니다.
정제수, 농축액, 합성향료, 보존료, 설탕을 사용하지 않고 자연 원물 그대로 착즙한 프리미엄 주스입니다.
안전캡&스탠딩 파우치형으로 어린이들도 안심하고 마실 수 있습니다.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
537,참융뜰,Chamyungddeul,https://99dorage.modoo.at/,"3년근 고랭지 약도라지를 9홉번찌고 9홉번 말린 전통방법그대로 만든 도라지조청 입니다
기관지면역에 탁월합니다 정성으로23일동안 만듭니다",99홍도라지조청,"모든제료 100% 국내선, 전과정 수제로만든 도라지조청
4년근 약도라지를 아홉번찌고 아홉번 말리는  15일의 과정을 통해 기관지 영양제라 불리울정도로 치료에 가까운 후기를 듣는 제품","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
538,우신상사 주식회사,"WOOSIN TRADING CO., LTD.",https://woosintrading.com,"우신은 해외 고객들에게 한국식품을 소개하기 위해 2016년 설립되었으며, 지난 7년간 한국 식품산업의 수출을 선도하며 지속적인 성장을 이어왔습니다. 우신의 'K-food Anywhere' 비전에는 우신의 차별화된 서비스와 제품을 통해 전 세계 고객을 만나는 가치가 담겨 있습니다.

글로벌 시장에서의 경험과 선진화된 기업문화를 바탕으로 전 임직원은 더 나은 가치를 제공할 것을 약속드립니다. 또한, 공정하고 투명한 기업문화를 통해 신뢰받는 비즈니스 파트너가 되도록 노력하겠습니다.

앞으로도 최고의 서비스와 제품을 제공할 수 있도록 최선을 다하겠습니다.

감사합니다.",딜리프 오리지날라볶이,"딜리프 오리지날라볶이 매콤달콤한 맛
라볶이는 한국 도시 생활의 에너지를 보여주는 상징적인 음식입니다. 완벽한 간식이자 식사로, 한국의 맛에 호기심이 많은 사람에게 첫 번째로 추천하는 음식입니다.
한국 전통 고추장으로 양념한 ‘오리지널 라볶이’는 매콤달콤한 맛을 선사합니다.
떡볶이와 라면을 함께 즐기고 싶었다면, 떡과 국수가 모두 들어간 특별한 라볶이를 맛보세요!
국수와 떡이 모두 들어 있습니다!
빠르고 간편하게 즐길 수 있습니다!
누구나 쉽게 요리할 수 있습니다!","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
539,(주)이야이야앤프렌즈,yiayiaandfriends,yiayiaandfriends.co.kr,"iayia는 그리스어로 할머니라는 뜻입니다. 할머니의 방식을 그대로 따라 자연의 재료를 통해 건강한 식품을 만드는
Yiayia and friends는 그리스 전통의 우수한 품질의 식품과 요리도구를 재해석하여 현대적인 방식으로 재탄생 시킨 브
랜드입니다.", 엑스트라버진 올리브오일,"Yiayia and friends는 땅이 줄 수 있는 최고의 제품만 선정하였습니다. 식품 라인을 개발하기 이해 지중해 한가운데에
있는 그리스 남부 Crete에서 소규모 가족 농장과 생산자를 찾았고, 지중해 식단의 기본 성분인 엑스트라 버진 올리브
오일을 중심으로 구성했습니다.
제품의 원료인 올리브는 올리브의 여왕이라는 코로네이키 올리브로 냉압착 방법을 통해 제작되어 고유한 영양적 특
징과 탁월한 풍미를 유지하면서 우수한 품질의 올리브오일로 생산됩니다. 이야이야 앤 프렌즈가 제공하는 가장 순수
한 형태의 자연의 맛입니다.",
540,강산농원 (유) 농업회사법인,GANGSAN FARM Agricultural Corporation,gsfarm.net,"안녕하십니까.
강산농원(유)농업회사법인 대표 김영민 입니다.

맑고 투명한 물이 흐르는 전남 보성에서 30년 넘게
전통발효식품 및 다류 식품을 전문적으로 생산하고 있습니다.

HACCP 인증을 받은 안전한 시설에서
건강한 먹거리를 만들고 있습니다.

보성의 흙과 물, 바람이 키워내고,
강산농원 사람들의 시간과 정성, 땀으로 만들어낸
살아 있는 자연 건강식을 만나보세요.

감사합니다.",베이수 오리지널,티백 10개입,"수입 고메/스페셜티 (수입 치즈/유제품, 시즈닝/소스류, 육가공/건조육, 가니쉬 외)"
541,(사)한국바이오특화센터협의회,korea bio cluster federation,kbcluster.or.kr,"협의회는 바이오·의료기기의 비영리 센터·진흥원·연구원·협회·단체·대학사업단 등(이하 “센터등”라 한다)의 발전과 상호협력을 증진하고, 지역의 바이오, 헬스 및 의료기기의 기반 및 기술 경쟁력 강화를 통해 산업체의 국내·외 진출을 지원하며, 국가 및 지역의 경제성장과 바이오·의료기기 산업진흥에 공헌 국가 및 지역 산업의 정책·기획·진흥·시책·연구 지원 사업 센터 등의 기반구축, 정보교류 및 상호협력 사업 바이오, 헬스케어, 의료기기 산업의 경쟁력 강화 사업 국내·외 시장 조사 및 분석 사업 산업체의 기술개발 및 사업화 지원 사업",건강기능식품 및 메디푸드 제품,"2025  생물활성 성분기반 기능성 바이오소재 제품화 및 양산화 지원사업의 수혜기업이 보유한 건강기능식품 및 메디푸드제품, 기능성표시식품, 이너뷰티 제품 등 ","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
542,예스온서큐레이션,YesOn Circulation,https://smartstore.naver.com/astrofarmer,껍질을 탈피하고 먹기 편하게 가공 한 한입 고구마 ,아스트로파마 _ 나는 고구마가 필요해,한 입싸이즈 고구마를 먹기 편하게 껍질을 탈피하고 오븐에 구서 급속 냉동한 아이스 고구마,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
543,제주곶밭 농업회사법인 주식회사,jeju gott batt,www.jejugottbatt.com,제주곶밭 브루어리는 파치(못난이 농산물)에 발효기술을 더해 제주도의 맛과 향을 담은 가향주를 빚습니다. 철마다 나는 다양한 농산물을 활용한 전통주를 통해 제주도에 대한 공감각적이고 깊이 있는 식경험을 전하고자합니다.,제주 리몬첼로,'제주 리몬첼로는 인공 향료나 색소 없이 오직 천연 레몬의 향과 색을 담은 레몬 리큐르입니다.,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
544,주식회사 오픈놀,Openknowl,seoulfoodstartup.org,"서울먹거리창업센터는 서울특별시에서 국내 최초로 설립한 농식품 분야 특화 창업보육센터입니다. 국제도시 ‘서울’이 보유한 비즈니스 네트워크와 거대한 소비시장, 전통과 첨단이 융합하여 새로운 가치를 창조할 수 있는 우수한 4차산업 플랫폼을 통해 농식품 분야 푸드테크 스타트업의 꿈이 이루어질 수 있도록 지원합니다.",식품,입주기업 중 박람회 참가업체 선정중이라 아직 정확한 제품이 나오진 않았습니다.,
545,더 더치 치즈앤네이처,The Dutch cheese & nature,thedutchkr,네덜란드 프리미엄 치즈 브랜드,더 더치 고다 XO,2년 이상 장기숙성시킨 네덜란드 Noord Holland Gouda 치즈로 뛰어난 밸런스와 진한 풍미가 일품,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
546,농업회사법인 술빚는호랑이 주식회사,Horangi Meadery,https://smartstore.naver.com/horangmead,술빚는호랑이는 남양주시의 맑은 자연에서 나온 벌꿀로 자연을 담은 내츄럴 와인 만듭니다.,호피홉,"Sweet Honey & Aromatic Hop 
신선한 홉의 향은 마치 꽃이 만발한 들판, 울창한 숲속을 연상케 합니다. 이어지는 달콤함은 자연스레 미소를 번지게 합니다. 이 달콤하면서 향긋한 호피홉의 한 잔을 통해 즐거움과 행복이 전해집니다. 사랑하는 사람들과 함께, 또는 혼자서 즐겨도 특별한 순간이 되는 호피홉은 새로운 희망을 품듯, 기분 좋은 여운이 이어집니다.","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
547,주식회사 시나몬랩,"CinnamonLab Co,.LTD.",cinnamon-lab.com,"시나몬랩은 현대인의 건강한 삶을 위해 혁신적인 건강기능식품을 개발하는 K-건기식(건강기능식품) 전문기업입니다.
대표 브랜드인 이알하나는 여성 영양제, 멜라토닌, 올라운더 영양제, 젤리 등 다양한 라인업을 갖추고 있으며, 국내외 최신 연구를 기반으로 신기능성 원료를 발굴·적용해 차별화된 제품과 소비자 맞춤형 건강 솔루션을 제공합니다.",이알하나 ER-Hana,"이알하나는 여성 영양제, 멜라토닌, 젤리, 올라운더 영양제 등 다양한 기능성 건강기능식품을 갖춘 브랜드로, 프리미엄 원료와 최신 연구 기술을 통해 신체 밸런스 회복과 전반적인 웰빙 증진을 위한 건강기능식품입니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
548,(주) 푸드커넥트,FOOD CONNECT,https://teawithme.co.kr,"(주)푸드커넥트는 청주와 제천에 본사와 공장을 두고 있는 차 제품 전문 기업입니다. 브랜드 티위드미의 주력 제품인 티백형 100% 유자차를 비롯하여 유자쌍화차, 매실스윗티, 유자스윗티 등 다양한 차 제품을 개발하며 건강 음료 시장에서 입지를 넓혀가고 있습니다.

티위드미는 물과 함께 즐길 수 있는 건강한 차 제품 개발에 주력하고 있습니다. 이를 통해 수분 섭취와 건강 기능성을 함께 제공하여 바쁜 현대인들의 건강한 생활 습관 형성에 기여하고자 합니다. 앞으로도 소비자 니즈를 반영한 혁신적인 제품 개발과 지속 가능한 경영으로 건강한 음료 문화를 선도하는 기업으로 성장해 나갈 것을 약속드립니다.",순수유자즙," 유자 원물을 무려 60% 착즙하여 유자의 향긋한 향과 맛을 그대로 살리고 
풍부한 비타민과 대체 당으로 칼로리를 줄여 혈당 스파이크 걱정이 없이 
건강하게 즐길 수 있는 순수유자즙 입니다.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
549,식품안전정보원,National Food Safety Information service,foodinfo.or.kr,"식품안전정보원은 국내외 식품안전정보를 활용하여 국민 먹거리 안전강화와 국가식품안전 수준의 향상을 위해 설립된 공공기관입니다. 식품안전에 대한 국민 여러분의 높아지는 기대에 부응하기 위해, 국내외 식품안전정보를 신속하게 수집, 분석하여 소비자, 산업체, 정부에 제공하고, 소비자 신고상담을 통해 식품으로 인한 국민의 불편을 해소하며, 정책 합리성을 제고하기 위한 근거 기반의 정책대안 제시, ICT기술을 활용하여 식품안전 정보화 기반 조성 업무를 수행하고 있습니다.",식품이력추적관리제도,"식품을 제조가공단계부터 판매단계까지 각 단계별로 이력추적정보를 기록관리하고 소비자에게 제공하여 안전한 식품선택권을 보장하고 식품안전에 문제가 발생할 경우, 신속한 유통차단과 회수조치를 실시하여 국민의 안전을 확보",
550,(주)로뎀푸드,RODEMFOOD,www.rodemfoodshop.com/,"(주)로뎀푸드는 
1998년 신선죽 전문 생산기업으로 시작하여 
차별화된 맛과 품질로 인정받으며 
ODM(생산자 개발 방식), OEM(주문자 상표 부착방식) 
비즈니스를 폭넓게 확장해가고 있습니다","떡볶이, 떡범벅, 찰바",전자레인지 조리로 간편히 조리해 먹을수있으며 냉동 유통기한 1년이라 보관 용이.,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
551,에스엠해썹,SMHACCP,www.smhaccp.com,"자사는 식품제조업 특화 SaaS형 DX플랫폼 (스마트팩토리, AI 머신비전)을 보유하고 있으며, 식품 제조업체의 디지털 전환을 촉진하고 있습니다. 특히, AI 머신비전 기술을 활용해 실시간 품질관리와 데이터 분석을 가능하게 합니다. ",AI머신비전&식품제조 DX 플랫폼,"AI 기반 머신비전 검사와 디지털 전환(DX) 솔루션을 결합한 스마트팩토리 플랫폼입니다. 식품 제조 공정에서 실시간 품질 검사, 이물 검출, 생산 최적화를 지원하며, 스마트 HACCP 및 MES 연계를 통해 데이터 기반의 자동화와 생산 효율성을 극대화합니다.","식품 스마트팩토리 (식품공장 자동화 설비 전반, 공장 QC/위생/안전관리 솔루션, 생산데이터 관리 솔루션 외)"
552,에쓰푸드 주식회사,SFOOD,https://www.medisola.co.kr/,"푸드케어 브랜드 메디쏠라는 대학병원 의료진, 임상 영양전문가, 식품전문가, AI 전문가가 함께 임상 중재 연구 및 SCI급 논문 등재를 기반으로 신뢰할 수 있는 솔루션을 제공한다. 일상 속 건강 관리를 시작하는 건강 케어식에서 질환이 걱정될 때 관리하는 질환케어식까지 다양한 건강 관리 요구를 과학적 근거와 정밀한 영양 설계를 통해 한 끼 식사로 구현하는 점이 특징이다. 메디쏠라의 모든 식단은 한국인에 최적화된 영양 설계로 △탄:단:지=5:2:3 △오메가-3:오메가-6=1:8 이하 포함 비율 △메뉴 평균 400kcal의 정량을 지켜 생산한다.",저당밸런스,"메디쏠라 저당밸런스 식단의 가장 큰 장점은 영양, 의료, 식품 각 분야 전문가들의 노하우로 설계된 영양소가 균형 잡힌 한 끼 식사로 담겨있다는 점이다. 임상중재 등을 통해 마련한 데이터 근거를 바탕으로 탄수화물·단백질·지방의 열량 대비 비율을 한국인에 맞는 5:2:3의 비율로 맞추고, 메뉴 평균 400kcal 대, 전 메뉴 저당 설계 등 영양설계를 반영했다. 한 끼 식사만으로도 지속적인 영양관리가 가능하다.","케어푸드 (고령친화식품, 환자식, 요양식, 특수영양식 외)"
553,부강,BUKANG,http://blog.naver.com/p3kas27c,일본 마쓰야미소 수입 및 기타 가공식품 유통전문 업체입니다. ,마쓰야아와세미소,일본 된장으로 한국에서 장국으로 많이 사용함.,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
554,서가농업회사법인,seoga,https://seoga.co.kr/,"궁중의 마음을 잇다
서가는 궁중의 마음을 잇습니다
엄선된 재료만을 사용해 100시간의 정성을 들여 궁중의 마음이 깃든 전통간식을 만듭니다.
궁중에서는 가장 귀한 재료로 온 정성을 다해 수라상을 차렸습니다.
임금에게 올리던 상이었던 만큼 처음부터 끝까지 허투루 만드는 부분이 없었습니다.
서가는 그 발견을 통해, 임금님이 드시던 정과 그대로를 전달하고자 노력합니다.
깨끗한 재료와 대대로 이어진 제조방법만을 사용해 전통간식을 만듭니다.
",도라지정과,서가는 궁중의 마음을 잇습니다. 엄선 된 국산 재료만을 사용해 100시간의 정성을 들여 궁중의 마음이 깃든 전통 간식을 만듭니다. 도라지정과는 한국 고유 간식으로 고려시대부터 명절이나 잔치에 먹던 귀한 간식입니다. 서가 콩고물 도라지정과는 국산 도라지와 서가만의 독특한 5단계 제조공법을 통해 100시간 동안 만든 도라지정과에 직접 로스팅 한 백태 가루를 더하여 만들었습니다. 쫀득한 식감과 고소하고 달콤한 맛이 매력적입니다. ,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
